1,0.13608,0.57735,0.11785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13608,1,0.2357,0.43301,0.39284,0.42601,0,0,0.31427,0.35355,0,0,0,0,0.089087,0,0.39284,0.36004,0.26726,0.10541,0.42164,0,0.48113,0,0.34021,0,0,0,0.096225,0,0.083333,0.27217,0,0.50395,0.27217,0,0.3849,0.27217,0.26149,0.21082,0.2357,0.2357,0.2357,0.33333,0.2357,0.16667,0.33333,0.2357,0.2357,0.33333,0.2357,0.31623,0.2357,0.2357,0.2357,0.16667,0.2357,0.16667,0.33333,0.2357,0.2357,0.2357,0.2357,0.2357,0.2357,0.58333,0.2357,0,0,0,0,0.42164,0.39223,0,0,0,0,0,0,0,0,0,0,0.28868,0,0,0,0.21082,0.16667,0.35355,0.35635,0.2357,0.4264,0.3849,0.42164,0.33333,0.40825,0,0.2357,0.16667,0.2357,0.2357,0.2357,0.2357,0.2357,0.2357,0.2357,0.40825,0.2357,0.2357,0.29814,0.2357,0.2357,0.31623,0.2357,0.2357,0.33333,0.2357,0.2357,0.2357,0.35355,0.16667,0.2357,0.33333,0.16667,0.2357,0.16667,0.2357,0.2357,0.21082,0.33333,0.2357,0.16667,0,0,0.2357,0.2357,0.33333,0.2357,0.40825,0.2357,0.33333,0.33333,0.2357,0,0,0.27217,0,0.2357,0.16667,0.2357,0.2357,0.27217,0.33333,0.16667,0.2357,0.2357,0,0.2357,0,0,0,0,0,0,0.2357,0.2357,0.2357,0.2357,0.2357,0,0,0,0,0.16667,0,0,0.2357
0.57735,0.2357,1,0.20412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.11785,0.43301,0.20412,1,0.34021,0.47434,0,0,0.47629,0.30619,0,0,0,0,0.077152,0,0.54433,0.62361,0.38576,0.36515,0.54772,0,0.41667,0,0.41248,0,0,0,0.083333,0,0,0,0,0.38188,0.2357,0,0.5,0.35355,0.50952,0.27386,0.20412,0.20412,0.20412,0.28868,0.20412,0.14434,0.28868,0.20412,0.20412,0.28868,0.20412,0.45644,0.20412,0.20412,0.20412,0.14434,0.20412,0.14434,0.14434,0.20412,0.20412,0.20412,0.20412,0.20412,0.20412,0.57735,0.20412,0,0,0,0,0.50208,0.45291,0,0,0,0,0,0,0,0,0,0,0.16667,0,0,0,0.27386,0.14434,0.30619,0.38576,0.20412,0.49237,0.33333,0.36515,0.50518,0.35355,0,0.20412,0.14434,0.20412,0.20412,0.20412,0.20412,0.20412,0.20412,0.20412,0.2357,0.20412,0.20412,0.3873,0.20412,0.20412,0.36515,0.20412,0.20412,0.28868,0.20412,0.20412,0.20412,0.30619,0.14434,0.20412,0.28868,0.14434,0.20412,0.14434,0.20412,0.20412,0.18257,0.28868,0.20412,0.14434,0,0,0.20412,0.20412,0.28868,0.20412,0.35355,0.20412,0.28868,0.28868,0.20412,0,0,0.2357,0,0.20412,0.14434,0.20412,0.20412,0.35355,0.14434,0.14434,0.20412,0,0,0,0,0,0,0,0,0,0.20412,0.20412,0.20412,0.20412,0.20412,0,0,0,0,0,0.20412,0.20412,0
0,0.39284,0,0.34021,1,0.34427,0,0,0.44444,0.5,0,0,0,0,0.12599,0,0.44444,0.3637,0.37796,0.14907,0.37268,0,0.54433,0,0.28868,0,0,0,0.13608,0,0,0,0,0.35635,0.57735,0,0.54433,0.3849,0.3698,0.44721,0.33333,0.33333,0.33333,0.4714,0.33333,0.2357,0.4714,0.33333,0.33333,0.4714,0.33333,0.44721,0.33333,0.33333,0.33333,0.2357,0.33333,0.2357,0.2357,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.58926,0.16667,0,0,0,0,0.29814,0.3698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29814,0,0.33333,0.37796,0,0.40202,0.40825,0.29814,0.2357,0.3849,0,0.33333,0.2357,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.3849,0.33333,0.33333,0.42164,0.33333,0.33333,0.44721,0.33333,0.33333,0.4714,0.33333,0.33333,0.33333,0.5,0.2357,0.33333,0.4714,0.2357,0.33333,0.2357,0.33333,0.33333,0.29814,0.4714,0.33333,0,0,0,0.33333,0.33333,0.4714,0.33333,0.3849,0.33333,0.4714,0.4714,0.33333,0,0,0.19245,0,0.33333,0.2357,0.33333,0.33333,0.3849,0.2357,0.2357,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.42601,0,0.47434,0.34427,1,0,0,0.34427,0.2582,0,0,0,0,0,0,0.34427,0.56344,0.48795,0.23094,0.46188,0,0.42164,0,0.37268,0,0,0,0.21082,0,0,0.14907,0,0.27603,0.29814,0,0.52705,0.44721,0.28645,0.23094,0,0,0,0,0,0.18257,0,0,0,0.18257,0,0.11547,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36515,0.1291,0,0,0,0,0.40415,0.42967,0,0,0,0,0,0,0,0,0.1291,0,0.21082,0,0,0,0.34641,0.18257,0.5164,0.39036,0.2582,0.4671,0.42164,0.57735,0.45644,0.44721,0,0,0,0,0,0,0,0,0,0,0.29814,0,0,0.24495,0,0,0.23094,0,0,0.18257,0,0,0,0.2582,0,0,0.18257,0,0,0,0,0,0.11547,0.18257,0,0.36515,0,0,0.2582,0.2582,0.36515,0.2582,0.44721,0.2582,0.36515,0.36515,0.2582,0,0,0.29814,0,0.2582,0.18257,0.2582,0.2582,0.29814,0.18257,0.18257,0.2582,0,0,0,0.2582,0,0,0,0,0,0.2582,0.2582,0.2582,0.2582,0.2582,0,0,0,0,0,0,0,0.2582
0,0,0,0,0,0,1,0.70711,0.33333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.70711,1,0.2357,0.35355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70711,0.70711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.31427,0,0.47629,0.44444,0.34427,0.33333,0.2357,1,0.5,0,0,0,0,0.12599,0,0.44444,0.43644,0.50395,0.14907,0.44721,0.2357,0.68041,0.33333,0.48113,0.33333,0.33333,0,0.13608,0,0,0,0,0.26726,0.3849,0,0.54433,0.3849,0.3698,0.29814,0,0,0,0.2357,0,0,0.2357,0,0,0.2357,0,0.44721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4714,0,0,0,0,0,0.37268,0.3698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29814,0,0.33333,0.37796,0,0.40202,0.40825,0.29814,0.2357,0.3849,0,0.33333,0.2357,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.3849,0.33333,0.33333,0.52705,0.33333,0.33333,0.44721,0.33333,0.33333,0.4714,0.33333,0.33333,0.33333,0.5,0.2357,0.33333,0.4714,0.2357,0.33333,0.2357,0.33333,0.33333,0.29814,0.4714,0.33333,0,0,0,0.33333,0.33333,0.4714,0.33333,0.3849,0.33333,0.4714,0.4714,0.33333,0,0,0.19245,0,0.33333,0.2357,0.33333,0.33333,0.3849,0.2357,0.2357,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.35355,0,0.30619,0.5,0.2582,0.5,0.35355,0.5,1,0,0,0,0,0.18898,0,0.5,0.21822,0.37796,0.22361,0.33541,0,0.40825,0,0.28868,0,0,0,0,0,0,0,0,0.26726,0.57735,0,0.40825,0.57735,0.41603,0.22361,0.5,0.5,0.5,0.35355,0.5,0.35355,0.35355,0.5,0.5,0.70711,0.5,0.44721,0.5,0.5,0.5,0.35355,0.5,0.35355,0.35355,0.5,0.5,0.5,0.5,0.5,0.5,0.53033,0.25,0,0,0,0,0.22361,0.27735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22361,0,0.5,0.18898,0,0.30151,0.40825,0.44721,0.35355,0.57735,0,0,0,0,0,0,0,0,0,0,0.28868,0,0,0.31623,0,0,0.44721,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.70711,0.5,0.57735,0.5,0.70711,0.35355,0.5,0,0,0,0,0.5,0.35355,0.5,0.5,0.28868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.089087,0,0.077152,0.12599,0,0,0,0.12599,0.18898,0,0,0,0,1,0.37796,0.12599,0,0,0,0.16903,0.26726,0.1543,0.37796,0.10911,0.37796,0.37796,0,0.30861,0,0.26726,0,0,0.10102,0,0,0,0,0.20966,0,0.37796,0.37796,0.37796,0.26726,0.37796,0.26726,0.26726,0.37796,0.37796,0.26726,0.37796,0.16903,0.37796,0.37796,0.37796,0.26726,0.37796,0.26726,0.26726,0.37796,0.37796,0.37796,0.37796,0.37796,0.37796,0.13363,0.18898,0,0,0,0,0.084515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37796,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.39284,0,0.54433,0.44444,0.34427,0,0,0.44444,0.5,0,0,0,0,0.12599,0,1,0.43644,0.37796,0.14907,0.52175,0,0.54433,0,0.3849,0,0,0,0,0,0,0,0,0.35635,0.3849,0,0.40825,0.3849,0.5547,0.29814,0.33333,0.33333,0.33333,0.4714,0.33333,0.2357,0.4714,0.33333,0.33333,0.4714,0.33333,0.59628,0.33333,0.33333,0.33333,0.2357,0.33333,0.2357,0.2357,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.70711,0.16667,0,0,0,0,0.37268,0.46225,0,0,0,0,0,0,0,0,0,0,0.13608,0,0,0,0.29814,0.2357,0.5,0.37796,0.33333,0.60302,0.40825,0.44721,0.35355,0.57735,0,0.33333,0.2357,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.3849,0.33333,0.33333,0.31623,0.33333,0.33333,0.44721,0.33333,0.33333,0.2357,0.33333,0.33333,0.33333,0.33333,0.2357,0.33333,0.2357,0.2357,0.33333,0.2357,0.33333,0.33333,0.14907,0.2357,0.33333,0,0,0,0.33333,0.33333,0.4714,0.33333,0.3849,0.33333,0.4714,0.2357,0.33333,0,0,0,0,0.33333,0.2357,0.33333,0.33333,0.3849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0
0,0.36004,0,0.62361,0.3637,0.56344,0,0,0.43644,0.21822,0,0,0,0,0,0,0.43644,1,0.49487,0.29277,0.53675,0,0.44544,0,0.56695,0,0,0,0.089087,0,0,0.12599,0,0.29161,0.25198,0,0.53452,0.37796,0.36314,0.29277,0,0,0,0.1543,0,0,0.1543,0,0,0.1543,0,0.19518,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46291,0.10911,0,0,0,0,0.48795,0.60523,0,0,0,0,0,0,0,0,0.10911,0,0.17817,0,0,0,0.39036,0.1543,0.32733,0.41239,0.21822,0.52636,0.35635,0.39036,0.38576,0.37796,0,0.21822,0.30861,0.21822,0.21822,0.21822,0.21822,0.21822,0.21822,0.21822,0.37796,0.21822,0.21822,0.48305,0.21822,0.21822,0.39036,0.21822,0.21822,0.30861,0.21822,0.21822,0.21822,0.32733,0.1543,0.21822,0.30861,0.1543,0.21822,0.1543,0.21822,0.21822,0.19518,0.30861,0.21822,0.1543,0,0,0.21822,0.21822,0.30861,0.21822,0.37796,0.21822,0.30861,0.30861,0.21822,0,0,0.25198,0,0.21822,0.1543,0.21822,0.21822,0.25198,0.1543,0.1543,0.21822,0,0,0,0.21822,0.1543,0,0,0,0,0.21822,0.21822,0.21822,0.21822,0.21822,0,0,0,0,0,0.21822,0.21822,0.21822
0,0.26726,0,0.38576,0.37796,0.48795,0,0,0.50395,0.37796,0,0,0,0,0,0,0.37796,0.49487,1,0.33806,0.33806,0,0.46291,0,0.21822,0,0,0,0.1543,0,0,0,0,0.20203,0.43644,0,0.46291,0.43644,0.20966,0.33806,0,0,0,0,0,0,0,0,0,0.26726,0,0.16903,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40089,0,0,0,0,0,0.33806,0.52414,0,0,0,0,0,0,0,0,0.18898,0,0,0,0,0,0.50709,0,0.37796,0.28571,0,0.34188,0.46291,0.33806,0.40089,0.43644,0,0,0,0,0,0,0,0,0,0,0.21822,0,0,0.47809,0,0,0.50709,0,0,0.26726,0,0,0,0.37796,0,0,0.26726,0,0,0,0,0,0.16903,0.26726,0,0,0,0,0.37796,0.37796,0.53452,0.37796,0.43644,0.37796,0.53452,0.53452,0.37796,0,0,0.21822,0,0.37796,0.26726,0.37796,0.37796,0.43644,0.26726,0.26726,0.37796,0,0,0,0.37796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.10541,0,0.36515,0.14907,0.23094,0,0,0.14907,0.22361,0,0,0,0,0,0,0.14907,0.29277,0.33806,1,0.2,0,0.18257,0,0.1291,0,0,0,0.18257,0,0,0,0,0.11952,0.2582,0,0.18257,0.2582,0.3721,0,0,0,0,0,0,0,0,0,0,0.31623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15811,0,0,0,0,0,0.3,0.24807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44721,0.16903,0,0.26968,0.18257,0.4,0.31623,0.2582,0,0,0,0,0,0,0,0,0,0,0.2582,0,0,0.28284,0,0,0.4,0,0,0,0,0,0,0.22361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31623,0,0.2582,0,0.31623,0,0,0,0,0,0,0.44721,0.31623,0.44721,0.44721,0.2582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.42164,0,0.54772,0.37268,0.46188,0,0,0.44721,0.33541,0,0,0,0,0.16903,0,0.52175,0.53675,0.33806,0.2,1,0.15811,0.54772,0.22361,0.58095,0.22361,0.22361,0,0.091287,0,0,0.1291,0,0.35857,0.2582,0,0.45644,0.2582,0.43412,0.3,0.22361,0.22361,0.22361,0.31623,0.22361,0.15811,0.31623,0.22361,0.22361,0.31623,0.22361,0.4,0.22361,0.22361,0.22361,0.15811,0.22361,0.15811,0.15811,0.22361,0.22361,0.22361,0.22361,0.22361,0.22361,0.5534,0.22361,0,0.15811,0,0,0.4,0.49614,0,0,0,0,0,0,0,0,0.1118,0,0.18257,0,0,0,0.4,0.15811,0.33541,0.33806,0.22361,0.53936,0.36515,0.4,0.31623,0.3873,0,0.22361,0.15811,0.22361,0.22361,0.22361,0.22361,0.22361,0.22361,0.22361,0.3873,0.22361,0.22361,0.28284,0.22361,0.22361,0.3,0.22361,0.22361,0.31623,0.22361,0.22361,0.22361,0.33541,0.15811,0.22361,0.31623,0.15811,0.22361,0.15811,0.22361,0.22361,0.2,0.31623,0.22361,0.15811,0,0,0.22361,0.22361,0.31623,0.22361,0.3873,0.22361,0.31623,0.31623,0.22361,0,0,0.2582,0,0.22361,0.31623,0.22361,0.22361,0.3873,0.15811,0.15811,0.22361,0,0,0,0.22361,0,0,0,0,0,0.22361,0.22361,0.22361,0.22361,0.22361,0,0,0.22361,0.22361,0,0.22361,0.22361,0.22361
