1,0,0,0,0,0,0.20412,0.28868,0,0,0,0.35355,0,0,0,0,0.20412,0.20412,0,0.16667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.21822,0.35355,0,0.13608,0,0,0.5,0,0.35355,0,0.16013,0,0.16667,0,0,0,0,0,0,0.28868,0,0.28868,0,0.22361,0.15617,0,0.17678,0,0.22361,0.20412,0,0,0.28868,0,0,0,0,0,0,0,0.35355,0.28868,0,0.35355,0,0,0,0,0,0,0,0.44721,0.21822,0,0.35355,0.5,0,0,0,0,0,0,0,0.18898,0,0,0,0,0,0,0.25,0.13363,0.35355,0,0.16667,0,0
0,1,0,0,0,0,0.28868,0,0,0,0,0,0,0,0.5,0,0.28868,0.28868,0.5,0.11785,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1543,0,0,0.096225,0,0,0,0.35355,0,0,0.22646,0,0,0,0,0,0,0,0,0,0,0.40825,0,0,0.22086,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.40825,0,0,0,0,0,0,0,0,0,0,0.1543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.2357,0,0
0,0,1,0,0,0,0.20412,0,0,0.16667,0,0,0,0,0,0,0,0,0,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068041,0,0,0,0,0,0.22361,0.16013,0,0,0,0,0,0,0,0,0,0,0,0,0.22361,0.15617,0,0.088388,0,0,0.20412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0.2357,0,0,0,0,0,0,0,0,0,0.11785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40825,0.40825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70711,0,0,0.35355,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.20412,0.28868,0.20412,0,0,0,1,0.2357,0,0.13608,0,0,0,0,0,0,0.5,0.5,0,0.13608,0,0,0,0.28868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35635,0.28868,0,0.22222,0,0,0,0.20412,0.28868,0,0.39223,0,0.40825,0,0,0,0,0.16667,0.40825,0.2357,0,0.4714,0,0.54772,0.38255,0,0.36084,0,0,0.33333,0,0,0,0,0,0.28868,0,0.40825,0.43301,0.20412,0,0.2357,0,0,0,0,0,0,0,0,0,0.18257,0.26726,0,0.57735,0,0,0,0.28868,0,0,0,0,0.30861,0,0,0,0,0,0.14434,0.40825,0.32733,0,0,0.27217,0,0
0.28868,0,0,0,0,0,0.2357,1,0.57735,0.19245,0,0,0,0,0,0,0.2357,0.4714,0,0.19245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40825,0,0,0,0.25198,0.40825,0,0.15713,0,0,0,0,0.40825,0,0.1849,0,0.3849,0,0,0,0,0,0,0.33333,0,0.33333,0,0.5164,0.2705,0,0.20412,0,0,0.2357,0,0,0,0.57735,0,0,0,0,0.20412,0,0,0,0,0,0,0,0,0,0,0,0,0.2582,0.25198,0,0.40825,0,0,0,0,0,0,0,0,0.43644,0.2582,0,0,0,0,0.20412,0.57735,0.30861,0,0,0.19245,0.40825,0
0,0,0,0,0,0,0,0.57735,1,0.33333,0,0,0,0,0,0,0,0.40825,0,0.16667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70711,0,0,0,0.21822,0,0,0.13608,0,0,0,0,0,0,0.16013,0,0,0,0,0,0,0,0,0,0,0,0,0.44721,0.15617,0,0.17678,0,0,0,0,0,0,1,0,0,0,0,0.35355,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21822,0,0,0,0,0,0,0,0,0,0,0.37796,0.44721,0,0,0,0,0,0,0.26726,0,0,0.33333,0.70711,0
0,0,0.16667,0,0,0.2357,0.13608,0.19245,0.33333,1,0,0,0,0,0,0,0.13608,0.13608,0,0.11111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33333,0.2357,0,0,0,0.14548,0,0,0.18144,0.19245,0.19245,0,0,0,0,0.2135,0,0,0,0,0,0.2357,0,0,0,0,0,0,0.44721,0.20823,0,0.17678,0,0,0.13608,0,0,0,0.33333,0,0.2357,0,0,0.11785,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14548,0,0,0,0,0,0,0.33333,0,0,0.16667,0.12599,0.29814,0,0,0,0,0,0,0.17817,0,0,0.22222,0.2357,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28868,0,0.28868,0.40825,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57735,0.57735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35355,0,0,0,0.088388,0,0.22361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.17678,0,0,0,0,0,0,0
0.35355,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.11785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70711,0,0,0.1543,0,0,0.096225,0,0,0,0,0,0,0.11323,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11043,0,0.125,0,0.31623,0,0,0,0.40825,0,0,0,0,0,0,0,0,0.40825,0,0.5,0,0,0,0,0,0,0,0.31623,0.1543,0,0,0.70711,0,0,0,0,0,0,0,0,0,0,0.70711,0,0,0,0,0,0.5,0,0.4714,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.70711,0,0,0,0.16667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21822,0,0,0.13608,0,0,0,0,0,0,0,0,0,0,0,0.40825,0,0,0,0,0,0,0,0,0.15617,0,0.17678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70711,0.70711,1,0,0,0,0,0,0,0.44721,0.21822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70711,0,0,0,0,0,0,0,0,0
0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0.11785,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096225,0,0,0,0,0,0,0.22646,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22086,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.70711,0,1,0,0,0,0.11785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1543,0,0,0.096225,0,0,0,0,0,0,0,0,0,0,0,0.28868,0,0,0,0,0,0,0,0,0.11043,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.70711,0,0,0,0,0,0,0.31623,0.1543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
0.20412,0.28868,0,0,0,0,0.5,0.2357,0,0.13608,0,0,0,0,0,0,1,0.66667,0,0.068041,0,0,0,0.28868,0,0,0,0,0,0,0,0,0,0.40825,0,0,0,0,0.26726,0.28868,0,0.22222,0,0,0,0.20412,0.28868,0,0.39223,0,0.27217,0,0,0,0,0.16667,0,0.2357,0,0.4714,0,0.54772,0.38255,0,0.28868,0,0,0.16667,0,0,0,0,0,0.57735,0,0,0.28868,0.20412,0,0.2357,0,0,0,0,0,0,0,0,0,0.18257,0.35635,0,0.57735,0,0,0,0.28868,0,0,0,0,0.1543,0.18257,0,0,0,0,0.14434,0.40825,0.32733,0,0,0.40825,0,0
0.20412,0.28868,0,0,0,0,0.5,0.4714,0.40825,0.13608,0,0,0,0,0,0,0.66667,1,0,0.20412,0,0,0,0.28868,0,0,0,0,0,0,0,0,0,0,0.28868,0,0,0.28868,0.35635,0.28868,0,0.27778,0,0,0,0.20412,0.28868,0.18257,0.39223,0,0.27217,0,0,0,0,0.16667,0,0.2357,0,0.4714,0,0.54772,0.38255,0,0.36084,0,0,0.33333,0,0,0,0.40825,0,0.28868,0,0,0.43301,0.20412,0,0.2357,0,0,0,0,0,0,0,0,0,0.18257,0.35635,0,0.57735,0,0,0,0.28868,0,0,0,0.20412,0.46291,0.18257,0,0,0,0,0.28868,0.61237,0.43644,0,0,0.40825,0.28868,0
0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0.11785,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096225,0,0,0,0,0,0,0.22646,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11043,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18898,0,0.5,0,0,0
0.16667,0.11785,0.083333,0,0,0.11785,0.13608,0.19245,0.16667,0.11111,0,0.11785,0,0.16667,0.11785,0.11785,0.068041,0.20412,0.11785,1,0,0,0,0.11785,0,0,0,0,0,0,0,0,0,0,0.11785,0.16667,0.11785,0.11785,0.21822,0.11785,0,0.24949,0.096225,0.096225,0,0.083333,0.11785,0.074536,0.24019,0,0.055556,0,0,0.068041,0,0,0.16667,0.096225,0,0.096225,0.11785,0.14907,0.26029,0,0.17678,0,0.14907,0.20412,0,0,0.096225,0.16667,0,0,0,0,0.058926,0,0,0.096225,0.11785,0.2357,0.16667,0.16667,0,0,0,0,0,0.29814,0.18185,0,0.11785,0.16667,0,0,0,0.16667,0,0,0.16667,0.31497,0.074536,0.11785,0,0.11785,0,0.058926,0.16667,0.22272,0.11785,0,0.11111,0.11785,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.70711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.5,0,0,0,0,0.28868,0,0,0,0,0,0,0,0.5,0,0.28868,0.28868,0.5,0.11785,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1543,0,0,0.19245,0,0,0,0,0,0,0.22646,0,0.2357,0,0,0,0,0.28868,0,0,0,0,0,0.31623,0.22086,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0,0.25,0.35355,0,0,0,0,0,0,0,0,0,0,0,0,0.1543,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.35355,0.18898,0,0,0.2357,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21822,0,0,0.13608,0,0,0,0,0,0,0.16013,0.5,0.33333,0,0,0.20412,0,0.40825,0,0.28868,0,0,0,0,0.15617,0,0.17678,0,0,0.20412,0,0,0,0,0,0,0,0,0.17678,0.25,0,0.28868,0.35355,0,0,0,0,0,0,0,0,0.22361,0.21822,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.17678,0,0.26726,0,0,0,0.35355,0
0,0,0,0,0,0,0,0,0,0,0.28868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40825,0,0,0,0,0,0.2582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57735,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.28868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33333,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20412,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.40825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4714,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2357,0.2357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28868,0,0,0,0,0,0.18257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40825,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.35355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0.10911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.28868,0,0,0,0,0,0.17678,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10911,0,0,0,0,0,0,0,0,0.5,0,0,0,0.35355,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.21822,0,0,0,0,0,0,0,0,0.44721,0.16013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15617,0,0.17678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.33333,0,0,0,0,0,0,0.40825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.13608,0,0,0,0,0,0,0.16013,0,0,0,0,0,0,0,0,0,0,0,0,0.44721,0.15617,0,0,0,0,0,0,0,0,0,0,0.70711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21822,0,0,0,0,0,0,0,0,0,0,0,0.44721,0,0,0,0,0,0,0.26726,0,0,0.33333,0,0
0,0,0,0,0,0,0,0.40825,0.70711,0.2357,0,0,0,0,0,0,0,0.28868,0,0.11785,0,0,0.70711,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1543,0,0,0.096225,0,0,0,0,0,0,0.11323,0,0,0,0,0,0,0,0,0,0,0,0,0.31623,0.11043,0,0.125,0,0,0,0,0,0,0.70711,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1543,0,0,0,0,0,0,0,0,0,0,0.26726,0.31623,0,0,0,0,0,0,0.18898,0,0,0.2357,0.5,0
0.5,0,0,0,0,0,0,0,0,0,0,0.70711,0,0,0,0,0,0,0,0.16667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.21822,0,0,0.13608,0,0,0,0,0,0,0.16013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15617,0,0.17678,0,0.44721,0,0,0,0.57735,0,0,0,0,0,0,0,0,0.57735,0,0.70711,0,0,0,0,0,0,0,0.44721,0.21822,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70711,0,0.33333,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28868,0,0.11785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.096225,0,0,0,0,0,0.31623,0.22646,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11043,0,0.125,0,0,0.28868,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35355,0.26726,0,0,0,0,0,0.25,0.35355,0.37796,0,0,0,0,0
0.21822,0.1543,0,0,0,0,0.35635,0.25198,0.21822,0.14548,0,0.1543,0,0.21822,0,0.1543,0.26726,0.35635,0,0.21822,0,0,0,0.1543,0.21822,0,0,0,0,0,0.10911,0.21822,0,0,0.1543,0.21822,0,0,1,0.30861,0,0.35635,0,0,0,0.21822,0.30861,0.09759,0.55909,0.32733,0.3637,0,0,0.17817,0,0.35635,0.21822,0.37796,0,0.37796,0,0.29277,0.61344,0,0.50149,0,0.09759,0.17817,0,0,0.25198,0.21822,0,0.1543,0,0,0.30861,0.21822,0,0.37796,0.30861,0.30861,0.21822,0,0,0,0,0,0,0.48795,0.52381,0,0.30861,0.21822,0,0,0.30861,0,0,0.21822,0.10911,0.32991,0.09759,0.1543,0,0.1543,0,0.38576,0.21822,0.46657,0.1543,0,0.3637,0.30861,0.21822
